Unnamed: 0,zip_code,id,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
235,94022,c:16770,QSecure,0,01/01/2003,9/22/2012,08/02/2005,10/05/2009,2.5863,6.7644,5.5014,5.5014,8,5,49000000,1,security,0,0,0,0,0,0,0,0,0,1,c:16770,1,0,1,1,1,1,3.5,1,closed
25,94010,c:107,MeeVee,1,07/01/2000,,02/01/2005,09/01/2007,4.5918,7.1726,-0.4986,12.6795,7,4,25000000,3,games_video,0,0,0,0,0,1,0,0,0,0,c:107,0,0,1,1,1,1,3.5,1,acquired
858,10004,c:50727,SinglePlatform,1,01/01/2010,,9/29/2010,08/01/2011,0.7425,1.5808,1.2849,3.0027,10,3,4575000,3,web,0,1,0,0,0,0,0,0,0,0,c:50727,0,1,1,0,0,0,5,1,acquired
454,94301,c:26368,Bling Nation,0,01/01/2007,09/10/2011,07/02/2009,10/30/2009,2.5014,2.8301,3.0877,3.4932,13,2,28000000,3,enterprise,0,0,0,1,0,0,0,0,0,0,c:26368,0,0,1,1,0,0,1,1,closed
369,78735,c:22291,Metreos Corporation,1,01/01/2001,,3/20/2003,10/14/2004,2.2137,3.7863,4.0877,9.4986,8,2,4355000,3,software,1,0,0,0,0,0,0,0,0,0,c:22291,0,1,1,0,0,0,1.5,0,acquired
289,98122,c:17857,Hidden City Games,0,01/01/2004,9/28/2011,10/31/2007,10/31/2007,3.8329,3.8329,3.7507,3.7507,3,1,15000000,1,other,0,0,0,0,0,0,0,0,0,1,c:17857,0,0,0,1,0,0,2,1,closed
177,94306,c:15888,Neopolitan Networks,0,01/01/2002,7/25/2008,6/28/2007,6/28/2007,5.4904,5.4904,0,0,1,1,3170000,1,web,0,1,0,0,0,0,0,0,0,0,c:15888,0,0,1,0,0,0,2,0,closed
26,94103,c:10751,Pixelpipe,0,01/01/2008,08/02/2013,01/01/2007,4/25/2011,-1,3.3151,3.6959,5.663,4,2,2300000,3,mobile,0,0,1,0,0,0,0,0,0,0,c:10751,0,1,1,0,0,0,2,0,closed
803,80302,c:458,EventVue,0,05/01/2007,02/01/2010,08/01/2007,09/01/2007,0.2521,0.337,,,5,2,455000,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:458,0,1,1,0,0,0,4.5,1,closed
797,60601,c:45525,BridgePort Networks,1,01/01/2002,,11/03/2006,11/03/2006,4.8411,4.8411,1,1,3,1,13000000,1,software,1,0,0,0,0,0,0,0,0,0,c:45525,0,0,0,0,1,0,4,1,acquired
572,94303,c:3193,Scalent Systems,1,01/01/2003,,1/22/2007,1/22/2007,4.0603,4.0603,3.0027,3.0027,7,1,15000000,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:3193,0,0,0,0,1,0,4,1,acquired
503,94704,c:28456,IQ Engines,1,06/01/2008,,6/25/2012,6/25/2012,4.0685,4.0685,3.4192,5.2301,2,1,3800000,3,photo_video,0,0,0,0,0,0,0,0,0,1,c:28456,0,0,0,1,0,0,2,1,acquired
642,78701,c:36920,"RetailMeNot, Inc.",1,05/01/2007,,11/01/2009,11/10/2011,2.5068,4.5315,4.9315,5.6767,37,5,299500000,2,web,0,1,0,0,0,0,0,0,0,0,c:36920,1,0,1,0,1,0,1.75,1,acquired
625,92705,c:35712,Mophie,1,5/24/2005,,08/01/2006,08/01/2006,1.189,1.189,2.189,7.7753,5,1,1000000,3,hardware,0,0,0,0,0,0,0,0,0,1,c:35712,1,0,0,0,0,0,2,1,acquired
355,94035,c:21492,Airship Ventures,0,01/01/2007,11/14/2012,05/09/2008,03/01/2009,1.3534,2.1644,4.5178,4.5178,3,2,10500000,1,other,0,0,0,0,0,0,0,0,0,1,c:21492,0,0,1,1,0,0,2,1,closed
510,98119,c:28768,Lockdown Networks,1,01/01/2001,,2/25/2005,03/02/2006,4.1534,5.1671,3,3,6,2,8600000,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:28768,1,0,0,1,0,0,1.5,1,acquired
485,27701,c:27741,eMinor,0,10/01/2006,2/17/2012,08/01/2006,10/07/2008,-0.1671,2.0192,,,9,2,5000000,0,software,1,0,0,0,0,0,0,0,0,0,c:27741,0,0,1,1,0,0,2.5,1,closed
145,94105,c:150658,Karma,1,01/01/2011,,01/01/2011,11/14/2011,0,0.8685,0.4137,2.1671,3,2,2304999,2,mobile,0,0,1,0,0,0,0,0,0,0,c:150658,1,0,0,0,0,0,5,1,acquired
605,15219,c:34338,Zipano,0,06/01/2009,5/27/2012,07/01/2009,07/01/2009,0.0822,0.0822,,,2,1,25000,0,security,0,0,0,0,0,0,0,0,0,1,c:34338,0,1,0,0,0,0,1,0,closed
785,10011,c:45111,Entertainment Media Works,0,07/01/2004,10/01/2008,2/26/2007,2/26/2007,2.6575,2.6575,0,0,1,1,4000000,1,software,1,0,0,0,0,0,0,0,0,0,c:45111,0,0,0,1,0,0,1,1,closed
562,94111,c:3178,Elastra,0,01/01/2007,1/28/2011,8/15/2007,08/05/2008,0.6192,1.5945,1,4.3315,8,2,14600000,3,software,1,0,0,0,0,0,0,0,0,0,c:3178,0,0,1,1,0,0,2,1,closed
619,95134,c:35402,RPO,0,01/01/2005,06/01/2013,1/24/2006,9/13/2010,1.063,5.7014,,,0,3,44000000,0,hardware,0,0,0,0,0,0,0,0,0,1,c:35402,0,0,0,1,1,0,4.5,1,closed
378,94107,c:22856,Fotomoto,1,10/01/2008,,12/01/2008,5/26/2011,0.1671,2.6493,0.6082,4.7507,10,3,1822922,3,ecommerce,0,0,0,0,0,0,1,0,0,0,c:22856,0,1,1,0,0,0,2.3333,1,acquired
63,10010,c:1224,Peer39,1,03/01/2006,,03/01/2006,1/24/2012,0,5.9041,3.8411,7.137,18,7,29915001,5,advertising,0,0,0,0,1,0,0,0,0,0,c:1224,1,1,1,1,1,0,2.75,1,acquired
65,30303,c:1234,Vitrue,1,05/01/2006,,05/01/2006,2/17/2011,0,4.8027,3.7205,7.6164,26,4,33000000,5,enterprise,0,0,0,1,0,0,0,0,0,0,c:1234,0,0,1,1,1,0,3,1,acquired
139,3101,c:149809,Trendslide,1,08/01/2011,,08/01/2011,03/01/2012,0,0.5836,0.5836,0.5945,9,2,125000,2,mobile,0,0,1,0,0,0,0,0,0,0,c:149809,0,1,0,0,0,0,1,0,acquired
98,94025,c:13733,PublicEarth,0,01/01/2008,2/15/2011,02/08/2008,5/21/2010,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,travel,0,0,0,0,0,0,0,0,0,1,c:13733,1,0,1,0,0,0,1,1,closed
681,98102,c:39106,Azaleos,1,05/11/2004,,11/06/2007,11/06/2007,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,enterprise,0,0,0,1,0,0,0,0,0,0,c:39106,0,0,0,0,1,0,2,1,acquired
884,94089,c:5306,Efficient Frontier,1,01/01/2002,,8/31/2006,8/31/2006,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,advertising,0,0,0,0,1,0,0,0,0,0,c:5306,0,0,0,0,1,0,3,1,acquired
207,94085,c:16303,NetDevices,1,01/01/2003,,8/16/2005,8/16/2005,2.6247,2.6247,,,4,1,25000000,0,software,1,0,0,0,0,0,0,0,0,0,c:16303,0,0,0,1,0,0,5,1,acquired
747,100011,c:43188,Go Try It On,1,12/01/2009,,11/04/2010,11/13/2012,0.926,2.9534,0.8329,2.7425,2,3,3750000,3,fashion,0,0,0,0,0,0,0,0,0,1,c:43188,0,1,1,0,0,0,2,1,acquired
593,2139,c:33507,Performable,1,10/17/2009,,1/15/2010,1/15/2010,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,software,1,0,0,0,0,0,0,0,0,0,c:33507,0,0,1,0,0,0,1,1,acquired
1010,94607,c:68157,Appstores.com,1,5/24/2010,,08/01/2010,08/01/2011,0.189,1.189,1.3562,1.6575,6,2,1155000,2,software,1,0,0,0,0,0,0,0,0,0,c:68157,0,1,0,0,0,0,9.5,1,acquired
403,94404,c:2395,Fortify Software,1,10/01/2002,,12/15/2005,12/15/2005,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,software,1,0,0,0,0,0,0,0,0,0,c:2395,0,0,0,0,0,1,2,1,acquired
666,94080,c:38220,iCurrent,1,01/01/2006,,08/01/2008,08/01/2008,2.5836,2.5836,2,2,5,1,3000000,1,web,0,1,0,0,0,0,0,0,0,0,c:38220,0,0,1,0,0,0,1,1,acquired
847,2210,c:49815,AisleBuyer,1,01/01/2009,,11/23/2010,6/13/2011,1.8932,2.4466,2,3.2767,4,2,11500000,3,mobile,0,0,1,0,0,0,0,0,0,0,c:49815,0,0,0,0,0,0,1,1,acquired
421,78731,c:249,Indeed,1,11/01/2004,,08/01/2005,08/01/2005,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,web,0,1,0,0,0,0,0,0,0,0,c:249,0,0,1,0,0,0,3,1,acquired
364,2451,c:22027,Colubris Networks,1,01/01/2000,,03/08/2005,10/23/2006,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:22027,1,0,0,0,0,1,5,1,acquired
31,94103,c:109,Mashery,1,05/01/2006,,01/01/2007,7/23/2012,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,enterprise,0,0,0,1,0,0,0,0,0,0,c:109,1,1,1,1,1,1,5,1,acquired
768,94301,c:43948,Transparency Software,0,01/01/2004,01/01/2009,03/09/2005,07/01/2007,1.1863,3.4986,,,0,2,12050000,0,software,1,0,0,0,0,0,0,0,0,0,c:43948,1,0,1,0,0,0,2,1,closed
1059,95128,c:765,Viewdle,1,01/01/2006,,03/01/2008,10/05/2010,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,analytics,0,0,0,0,0,0,0,0,0,1,c:765,1,0,1,1,0,0,2,1,acquired
320,92656,c:19257,Enclarity,1,02/01/2005,,03/10/2009,03/10/2009,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,consulting,0,0,0,0,0,0,0,0,1,0,c:19257,0,0,0,0,1,0,2,1,acquired
445,94089,c:25827,Virsto Software,1,07/01/2007,,6/26/2009,8/25/2011,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,software,1,0,0,0,0,0,0,0,0,0,c:25827,0,0,1,1,0,0,3.3333,1,acquired
950,64106,c:5932,Handmark,1,07/01/2000,,09/12/2005,09/07/2006,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,mobile,0,0,1,0,0,0,0,0,0,0,c:5932,0,0,1,1,0,0,4.5,1,acquired
617,1887,c:35157,Viacor,0,12/01/1999,11/11/2011,09/12/2002,11/10/2010,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,biotech,0,0,0,0,0,0,0,1,0,0,c:35157,0,0,0,1,0,0,2,1,closed
1112,94111,c:8596,Carbonetworks,0,01/01/2005,7/28/2011,07/01/2008,07/01/2008,3.4986,3.4986,3,3,6,1,5000000,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:8596,0,0,1,0,0,0,1,1,closed
332,98033-6314,c:19861,SchemaLogic,1,01/01/2001,,1/17/2005,4/20/2010,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:19861,1,0,0,0,1,0,3,1,acquired
787,33609,c:45114,Skyway Software,0,01/01/2001,10/01/2012,5/16/2007,5/16/2007,6.3726,6.3726,,,0,1,4000000,0,software,1,0,0,0,0,0,0,0,0,0,c:45114,1,0,0,0,0,0,3,0,closed
396,02111-1720,c:23533,CardStar,1,12/01/2008,,3/30/2010,9/13/2011,1.326,2.7836,1.674,3.1342,5,3,2030882,2,software,1,0,0,0,0,0,0,0,0,0,c:23533,0,0,1,0,0,0,3,1,acquired
431,94501,c:25325,Makani Power,1,01/01/2006,,8/23/2008,8/23/2008,2.6438,2.6438,0,7.3918,4,1,5000000,2,cleantech,0,0,0,0,0,0,0,0,0,1,c:25325,0,0,0,1,0,0,1,1,acquired
1101,98011,c:8351,Myrio,0,12/01/1999,01/01/2012,01/01/2001,01/01/2001,1.0877,1.0877,,,5,1,20500000,0,software,1,0,0,0,0,0,0,0,0,0,c:8351,1,0,0,0,0,0,4,1,closed
13,80302,c:10392,Intela,1,02/02/2006,,1/18/2010,08/09/2012,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,advertising,0,0,0,0,1,0,0,0,0,0,c:10392,1,0,0,0,0,0,2,0,acquired
452,94403-1855,c:26128,Sana Security,1,01/01/2000,,04/02/2007,04/02/2007,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,security,0,0,0,0,0,0,0,0,0,1,c:26128,0,0,0,0,0,0,2,1,acquired
492,94104,c:2808,Sportgenic,1,09/01/2005,,01/01/2007,09/09/2008,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,advertising,0,0,0,0,1,0,0,0,0,0,c:2808,0,1,1,1,0,0,3.3333,1,acquired
20,94105,c:10581,Lolapps,1,01/01/2008,,09/05/2008,09/05/2008,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,web,0,1,0,0,0,0,0,0,0,0,c:10581,0,0,1,0,0,0,3,1,acquired
315,94087,c:190214,Behavio,1,06/12/2012,,06/01/2012,06/01/2012,-0.0301,-0.0301,0.137,0.137,3,1,355000,1,software,1,0,0,0,0,0,0,0,0,0,c:190214,0,1,0,0,0,0,1,0,acquired
231,33626,c:1674,Infinity Box,1,01/01/2006,,01/01/2006,04/01/2006,0,0.2466,2.4164,5.3151,10,2,118000,3,web,0,1,0,0,0,0,0,0,0,0,c:1674,0,1,0,0,0,0,1.5,1,acquired
245,94103,c:170,adBrite,1,01/01/2003,02/01/2001,09/01/2004,05/01/2012,1.6685,9.337,7.3808,10.474,17,4,40400000,3,advertising,0,0,0,0,1,0,0,0,0,0,c:170,0,0,1,1,1,1,1.6667,1,acquired
484,75001,c:27740,Texert,0,01/01/2007,7/14/2008,10/21/2008,10/21/2008,1.8055,1.8055,,,1,1,3000000,0,software,1,0,0,0,0,0,0,0,0,0,c:27740,0,0,1,0,0,0,1,1,closed
810,94538,c:46186,Mendocino Software,0,01/01/2003,02/07/2008,09/12/2005,01/01/2007,2.6986,4.0027,1,1,2,2,19700000,1,software,1,0,0,0,0,0,0,0,0,0,c:46186,1,0,0,1,0,0,4,1,closed
744,95051,c:43162,QuikCycle,0,01/01/1998,01/01/2011,03/01/2007,03/12/2007,9.1671,9.1973,,,0,2,17800000,0,software,1,0,0,0,0,0,0,0,0,0,c:43162,1,0,0,0,0,0,1,1,closed
748,94107,c:43233,Instagram,1,03/01/2010,,03/05/2010,04/05/2012,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,photo_video,0,0,0,0,0,0,0,0,0,1,c:43233,0,1,1,1,0,0,4,1,acquired
138,10004,c:1498,Motionbox,1,01/01/2006,,09/01/2006,1/14/2009,0.6658,3.0384,2,5.0548,10,3,17200000,5,games_video,0,0,0,0,0,1,0,0,0,0,c:1498,0,0,1,1,1,0,2.6667,1,acquired
555,2138,c:31514,AccelGolf,0,08/01/2008,05/01/2013,01/01/2008,12/04/2009,-0.5836,1.3425,0,1.5479,4,7,457282,2,mobile,0,0,1,0,0,0,0,0,0,0,c:31514,1,1,0,0,0,0,1,1,closed
943,94105,c:58944,MoPub,1,09/09/2010,,09/01/2010,9/20/2012,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,mobile,0,0,1,0,0,0,0,0,0,0,c:58944,0,1,1,1,0,0,2.25,1,acquired
703,8540,c:40197,DNP Green Technology,0,01/01/2008,8/24/2012,1/17/2010,1/17/2010,2.0466,2.0466,,,2,1,12000000,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:40197,0,0,1,0,0,0,6,1,closed
863,80538,c:51023,Abound Solar,0,01/01/2007,11/01/2012,07/06/2010,12/15/2010,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,cleantech,0,0,0,0,0,0,0,0,0,1,c:51023,1,0,0,0,0,0,2.5,1,closed
85,94043,c:13168,Trovix,1,01/01/2002,,12/07/2005,09/06/2006,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,search,0,0,0,0,0,0,0,0,0,1,c:13168,0,0,1,1,0,0,2.5,1,acquired
995,10012,c:649,Thumbplay,1,09/01/2004,,10/30/2006,4/21/2010,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,music,0,0,0,0,0,0,0,0,0,1,c:649,0,0,0,0,1,0,4,1,acquired
883,25430,c:52694,Plethora Technology,0,01/01/2000,5/23/2009,06/09/2005,06/09/2005,5.4411,5.4411,,,1,1,1000000,0,software,1,0,0,0,0,0,0,0,0,0,c:52694,0,0,1,0,0,0,3,0,closed
541,90025,c:3080,DailyStrength,1,04/01/2006,,5/18/2007,5/18/2007,1.1288,1.1288,1,2.6767,7,1,5000000,2,web,0,1,0,0,0,0,0,0,0,0,c:3080,0,0,1,0,0,0,1,1,acquired
501,48187,c:28424,Danotek Motion Technologies,0,01/01/2001,05/01/2013,11/19/2008,8/30/2011,7.8877,10.6658,0.4137,0.4137,2,3,42700000,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:28424,1,0,0,1,0,0,3.6667,1,closed
491,94041,c:280611,Yub,0,01/01/2013,01/01/2005,11/19/2013,11/19/2013,0.8822,0.8822,,,7,1,12000000,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:280611,1,0,0,0,0,0,9,1,closed
537,98004,c:30537,SNAPin Software,1,01/01/2003,,07/11/2005,02/07/2006,2.526,3.1041,3.0027,9.126,5,2,22300000,2,software,1,0,0,0,0,0,0,0,0,0,c:30537,0,0,0,1,1,0,4.5,1,acquired
125,95054,c:14656,Azuro,1,01/01/2002,,01/01/2006,11/13/2009,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,semiconductor,0,0,0,0,0,0,0,0,0,1,c:14656,1,0,0,1,0,0,4,1,acquired
279,20007,c:1766,ARPU,0,05/01/2005,05/04/2010,07/01/2006,12/29/2009,1.1671,4.6658,,,1,3,15564591,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1766,1,0,0,1,1,0,3.5,1,closed
242,94105,c:16938,BookFresh,1,01/01/2007,,7/28/2009,7/28/2009,2.5726,2.5726,2.4795,4.6685,7,1,500000,2,web,0,1,0,0,0,0,0,0,0,0,c:16938,0,1,0,0,0,0,5,1,acquired
1097,94110,c:83265,Singly,1,12/21/2010,,02/01/2011,4/23/2012,0.1151,1.3397,1.8329,2.6712,24,2,8950000,2,analytics,0,0,0,0,0,0,0,0,0,1,c:83265,0,0,1,0,0,0,7,1,acquired
387,10173,c:23136,TxVia,1,01/01/2006,,10/01/2007,10/26/2010,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,finance,0,0,0,0,0,0,0,0,0,1,c:23136,0,0,1,1,1,1,4,1,acquired
895,94043,c:54066,Blue Vector Systems,0,01/01/2002,8/31/2010,9/21/2005,9/21/2005,3.7233,3.7233,,,1,1,4000000,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:54066,0,0,0,1,0,0,3,1,closed
251,60606,c:17219,Open Kernel Labs,1,01/01/2006,,9/13/2007,07/06/2012,1.6986,6.5151,3.2849,4.9315,3,5,10764323,3,software,1,0,0,0,0,0,0,0,0,0,c:17219,1,0,1,0,0,0,2,1,acquired
390,8873,c:23234,Elanti Systems,0,01/01/2007,02/11/2012,5/29/2008,5/29/2008,1.4082,1.4082,0,0,1,1,5500000,1,software,1,0,0,0,0,0,0,0,0,0,c:23234,1,0,0,0,0,0,3,1,closed
1023,94105,c:70586,Astrid,1,01/01/2008,,4/13/2012,4/13/2012,4.2849,4.2849,2.4164,5.5151,7,1,400000,2,social,0,0,0,0,0,0,0,0,0,1,c:70586,0,1,0,0,0,0,3,1,acquired
459,94710,c:26612,Nordic Windpower,0,01/01/2007,04/10/2013,10/02/2007,01/05/2010,0.7507,3.0137,,,3,3,54000000,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:26612,1,0,0,0,1,0,2.6667,1,closed
930,30009,c:57923,Visiprise,0,01/01/1985,05/03/2009,10/17/2005,10/17/2005,20.8055,20.8055,,,2,1,32000000,0,software,1,0,0,0,0,0,0,0,0,0,c:57923,0,0,0,1,0,0,7,1,closed
934,98104,c:58133,Hubspan,1,01/01/2000,,10/14/2005,10/14/2005,5.789,5.789,,,1,1,13000000,0,software,1,0,0,0,0,0,0,0,0,0,c:58133,0,0,0,0,0,1,4,1,acquired
917,98004,c:5587,iConclude,1,01/01/2005,,02/01/2005,04/10/2006,0.0849,1.2712,,,5,3,12500000,0,software,1,0,0,0,0,0,0,0,0,0,c:5587,1,0,1,1,0,0,2.3333,1,acquired
670,95128,c:38338,41st Parameter,1,01/01/2004,,05/08/2006,04/11/2012,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,security,0,0,0,0,0,0,0,0,0,1,c:38338,1,0,0,1,1,1,3,1,acquired
811,94110,c:4622,Aardvark,1,07/01/2007,09/01/2011,01/01/2007,10/01/2008,-0.4959,1.2548,2.1726,4.6,21,2,6000000,2,web,0,1,0,0,0,0,0,0,0,0,c:4622,0,1,1,0,0,0,4,1,acquired
339,22902,c:202,Hotelicopter,0,06/01/2006,08/01/2012,11/17/2008,3/31/2011,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,web,0,1,0,0,0,0,0,0,0,0,c:202,0,0,1,1,0,0,1,0,closed
163,20166,c:15652,Anystream,1,01/01/2000,,01/01/2000,02/07/2007,0,7.1068,6.0055,10.9041,9,3,59000000,3,software,1,0,0,0,0,0,0,0,0,0,c:15652,1,0,0,0,1,0,2,1,acquired
121,60607,c:144825,CakeStyle,0,08/01/2011,08/01/2013,8/13/2012,8/13/2012,1.0356,1.0356,0,1.0356,2,1,1000000,2,web,0,1,0,0,0,0,0,0,0,0,c:144825,0,1,0,0,0,0,1,0,closed
1149,94110,c:9772,Fluther,1,01/01/2007,,9/21/2009,9/21/2009,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,web,0,1,0,0,0,0,0,0,0,0,c:9772,0,1,0,0,0,0,7,1,acquired
316,6002,c:19101,Pocket Communications Northeast,0,01/01/2006,01/01/2012,11/01/2008,2/20/2009,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,mobile,0,0,1,0,0,0,0,0,0,0,c:19101,0,0,1,1,0,0,2,1,closed
187,60401,c:1612,Goodreads,1,1/15/2007,,11/01/2007,12/09/2009,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,web,0,1,0,0,0,0,0,0,0,0,c:1612,0,1,1,0,0,0,4,1,acquired
274,95054,c:17620,Woven Systems,1,01/01/2003,,12/01/2005,9/25/2007,2.9178,4.7342,,,1,2,30000000,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:17620,0,0,1,1,0,0,2.5,1,acquired
763,95035-6261,c:43873,Kolorific,0,01/01/2003,07/07/2012,01/05/2007,01/05/2007,4.0137,4.0137,,,0,1,7000000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:43873,0,0,0,0,1,0,1,0,closed
695,94025,c:3986,Krugle,1,01/01/2006,,5/31/2006,5/31/2006,0.411,0.411,0,2.5342,10,1,6100000,2,search,0,0,0,0,0,0,0,0,0,1,c:3986,0,0,0,1,0,0,4,1,acquired
